Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz
Ubuntu 20.04
2 cpus
us-east-1a

hello!
data taken from 1000 iterations for each parameter setting. Times are reported in ns.
msg_len, num_servers, send_mean, send_stddev, pis_mean, pis_stddev, p1_mean, p1_stddev, read_mean, read_stddev, verify_mean, verify_stddev
200,5,15573.000000,2245.007841,659.000000,522.455897,3296.000000,370.567837,7823.000000,1043.370675,9909.000000,1413.534863,
200,6,16687.000000,962.607599,639.000000,76.455458,3338.000000,780.482576,8929.000000,915.150987,10728.000000,1182.328201,
200,7,17976.000000,1929.173426,640.000000,127.201938,3489.000000,894.877362,10019.000000,1210.580135,11789.000000,1446.015442,
200,8,19257.000000,2024.372603,640.000000,104.218209,3480.000000,703.486490,11168.000000,1542.624100,12666.000000,1720.132726,
200,9,20323.000000,1576.295788,642.000000,107.439965,3636.000000,625.619207,12222.000000,1712.459631,13637.000000,1259.212480,
200,10,21666.000000,1371.831908,644.000000,78.328124,3664.000000,291.018371,13308.000000,1071.185910,14571.000000,1170.975565,
220,2,11886.000000,1319.806404,681.000000,200.801335,3015.000000,629.089334,4650.000000,782.487847,6862.000000,715.706436,
220,3,13164.000000,1544.801642,677.000000,487.691041,3152.000000,845.629183,5863.000000,1291.532408,7904.000000,1243.033440,
220,4,14519.000000,1628.526032,681.000000,602.659602,3248.000000,809.588618,6936.000000,645.082237,8818.000000,1254.845136,
220,5,15747.000000,1680.907798,650.000000,145.231736,3315.000000,714.418151,8047.000000,740.251008,9918.000000,1368.191335,
220,6,17100.000000,1815.991722,653.000000,171.329046,3306.000000,564.747768,9284.000000,1381.640285,10731.000000,1146.581907,
220,7,18419.000000,1502.914196,645.000000,52.455953,3454.000000,506.268614,10403.000000,1069.707450,11774.000000,1057.995091,
220,8,19705.000000,1637.799788,645.000000,59.056879,3456.000000,314.250259,11522.000000,936.272472,12647.000000,1050.240176,
220,9,20913.000000,1442.095557,641.000000,53.878150,3595.000000,240.032137,12724.000000,1580.467620,13844.000000,2223.673865,
220,10,22202.000000,2106.843711,655.000000,192.918890,3744.000000,1256.767369,13772.000000,1347.013520,14622.000000,1958.724515,
240,2,12055.000000,1543.060087,683.000000,21.001595,3035.000000,685.222503,4801.000000,699.869912,7119.000000,1446.321776,
240,3,13327.000000,766.132530,668.000000,99.009257,3124.000000,201.040210,6052.000000,738.695804,8163.000000,713.311440,
240,4,14841.000000,1430.818392,661.000000,8.121576,3226.000000,701.314780,7873.000000,763.689685,8905.000000,671.651822,
240,5,16176.000000,1136.104064,658.000000,9.382217,3327.000000,405.686003,8448.000000,458.682022,10216.000000,2461.003470,
240,6,17533.000000,1512.424346,660.000000,94.286165,3317.000000,376.966955,9720.000000,1009.147835,11011.000000,815.247052,
240,7,18931.000000,1901.915186,662.000000,129.565455,3485.000000,716.493073,10874.000000,998.284533,12061.000000,1151.716455,
240,8,20154.000000,1505.416489,654.000000,71.042361,3472.000000,912.948821,12130.000000,1571.170775,12999.000000,1798.351529,
240,9,21505.000000,1898.888305,654.000000,105.249290,3651.000000,1033.579118,13335.000000,1740.043058,14049.000000,2013.060577,
240,10,22912.000000,1918.888121,659.000000,115.964352,3736.000000,1471.849883,14505.000000,1561.937549,14909.000000,1632.487008,
260,2,12155.000000,985.629163,684.000000,602.382500,3013.000000,377.824838,4913.000000,566.960952,7036.000000,662.998158,
260,3,13672.000000,1499.998498,645.000000,97.758836,3117.000000,33.369912,6206.000000,656.156041,8026.000000,472.879990,
260,4,14993.000000,1716.481321,641.000000,97.375772,3215.000000,914.321885,7552.000000,1526.570665,8821.000000,792.114928,
260,5,16337.000000,1893.113057,626.000000,10.213618,3294.000000,681.636275,8689.000000,1088.861191,9957.000000,1231.944386,
260,6,17868.000000,2077.134073,630.000000,114.945570,3303.000000,513.200860,10010.000000,2064.763973,10905.000000,1694.759054,
260,7,19186.000000,1728.972251,637.000000,109.144088,3468.000000,610.402425,11291.000000,1352.798416,11916.000000,1469.693574,
260,8,20606.000000,2307.092790,629.000000,131.571707,3483.000000,983.173483,12506.000000,1594.529728,12827.000000,2142.100881,
260,9,21980.000000,2149.157551,633.000000,92.566263,3618.000000,546.396306,13733.000000,1271.166294,13774.000000,1739.913648,
260,10,23435.000000,2212.928441,632.000000,84.903816,3686.000000,773.554543,14955.000000,986.897244,14606.000000,1193.839552,
280,2,12283.000000,1222.786052,690.000000,175.244538,3033.000000,679.554269,5019.000000,984.883447,7075.000000,1161.671497,
280,3,13696.000000,995.523350,671.000000,219.017801,3145.000000,620.962618,6345.000000,718.509552,8150.000000,924.260306,
280,4,15176.000000,893.399741,664.000000,199.936077,3211.000000,571.779997,7688.000000,977.726651,8936.000000,747.443301,
280,5,16790.000000,1344.091250,655.000000,50.371252,3301.000000,213.127166,8978.000000,657.803809,10084.000000,774.808376,
280,6,18195.000000,778.506690,657.000000,38.965395,3299.000000,33.003000,10298.000000,797.362253,10981.000000,876.750024,
280,7,19762.000000,2449.985194,653.000000,37.564491,3466.000000,237.995202,11637.000000,875.546875,12011.000000,750.940827,
280,8,21250.000000,1772.330778,658.000000,139.637047,3438.000000,66.753839,12971.000000,1239.905539,12911.000000,1510.432965,
280,9,22608.000000,1326.495607,649.000000,35.689578,3668.000000,875.237010,14260.000000,1101.197812,13984.000000,1872.790615,
280,10,24115.000000,1235.437901,658.000000,78.509133,3654.000000,367.220053,15600.000000,1296.381770,14808.000000,727.737341,
300,2,12505.000000,890.798886,721.000000,32.206195,3025.000000,389.122843,5234.000000,55.403953,7233.000000,384.041325,
300,3,14108.000000,959.132735,691.000000,154.984583,3154.000000,339.836406,6672.000000,790.208719,8380.000000,982.929871,
300,4,15605.000000,841.322693,678.000000,12.874626,3252.000000,692.443798,7985.000000,468.105779,9213.000000,809.645929,
300,5,17187.000000,1100.281959,681.000000,170.775364,3359.000000,356.110362,9467.000000,1079.386527,10327.000000,575.569621,
300,6,18853.000000,1848.781620,672.000000,8.037848,3345.000000,572.440281,10806.000000,833.375495,11272.000000,803.814018,
300,7,20351.000000,1783.825208,670.000000,81.015548,3479.000000,259.803832,12274.000000,1597.186516,12378.000000,2030.201313,
300,8,21861.000000,1208.960220,674.000000,118.787609,3489.000000,220.056411,13616.000000,911.774701,13260.000000,1482.454438,
300,9,23361.000000,1100.807608,669.000000,88.244173,3665.000000,209.007605,15021.000000,1461.292818,14406.000000,1672.967668,
300,10,24929.000000,1583.086529,674.000000,72.045930,3711.000000,876.006201,16362.000000,1406.338774,15218.000000,1407.359104,
320,2,12473.000000,999.930015,742.000000,544.713992,3057.000000,754.971683,5318.000000,1001.261099,7272.000000,865.613320,
320,3,14127.000000,2064.638123,707.000000,370.233567,3140.000000,921.321176,6731.000000,1270.028505,8337.000000,1204.121756,
320,4,15730.000000,1444.862244,688.000000,180.211307,3207.000000,729.379947,8218.000000,1269.373040,9151.000000,731.213072,
320,5,17373.000000,1336.219878,687.000000,197.300851,3340.000000,708.710382,9599.000000,1127.473158,10414.000000,1504.228919,
320,6,18911.000000,1793.414733,680.000000,172.275706,3321.000000,894.842105,11044.000000,1946.620284,11175.000000,1388.804489,
320,7,20505.000000,1818.637299,677.000000,145.557617,3479.000000,985.391263,12486.000000,1763.970345,12243.000000,1418.487081,
320,8,22232.000000,2875.115705,671.000000,55.087095,3477.000000,825.624267,13895.000000,1570.779997,13140.000000,1401.749823,
320,9,23718.000000,1854.642125,676.000000,127.116049,3612.000000,712.580711,15267.000000,1704.075786,14158.000000,1374.376315,
320,10,25443.000000,2553.284636,678.000000,139.669077,3590.000000,477.130092,16581.000000,1310.018970,15120.000000,1825.697262,
340,2,12597.000000,1750.082917,717.000000,572.924611,2998.000000,1063.853788,5314.000000,1079.261209,7168.000000,1324.460847,
340,3,14184.000000,1726.039031,662.000000,16.325348,3127.000000,887.558647,6819.000000,1181.618675,8287.000000,1436.235877,
340,4,15761.000000,1502.788186,658.000000,128.748573,3159.000000,427.523129,8240.000000,1096.129420,8972.000000,885.797073,
340,5,17661.000000,1264.858568,661.000000,141.056517,3319.000000,349.521946,9825.000000,949.485773,10329.000000,1227.351443,
340,6,19306.000000,1727.172667,661.000000,172.827388,3309.000000,565.809477,11390.000000,1622.417354,11080.000000,1080.025383,
340,7,20965.000000,1727.281754,656.000000,136.619669,3445.000000,399.152260,12831.000000,1671.780470,12141.000000,1834.535092,
340,8,22617.000000,1726.937573,652.000000,116.554901,3526.000000,1045.697576,14327.000000,1609.500456,13066.000000,2223.524975,
340,9,24319.000000,2372.369796,649.000000,103.973280,3640.000000,713.305389,15827.000000,1844.055722,14080.000000,1653.849880,
340,10,25968.000000,1999.883164,651.000000,76.608302,3600.000000,54.785518,17180.000000,1069.991408,14982.000000,1733.274124,
360,2,13029.000000,1761.468311,740.000000,261.790758,3029.000000,51.082061,5618.000000,864.498655,7561.000000,1135.225237,
360,3,14678.000000,975.882364,709.000000,187.511093,3124.000000,345.866356,7160.000000,501.159437,8621.000000,1318.178711,
360,4,16327.000000,1201.258232,704.000000,223.172180,3205.000000,668.782987,8748.000000,1435.782711,9348.000000,1403.805373,
360,5,18239.000000,1463.557878,700.000000,208.751896,3355.000000,903.330269,10308.000000,1260.637655,10484.000000,676.599345,
360,6,20020.000000,1949.945963,700.000000,227.798455,3317.000000,638.090382,11882.000000,1851.727367,11425.000000,1450.858340,
360,7,21712.000000,1498.327080,696.000000,153.796934,3457.000000,692.789078,13303.000000,1203.870866,12555.000000,1631.906176,
360,8,23652.000000,2832.208534,682.000000,86.006564,3459.000000,469.542570,14991.000000,1991.663080,13450.000000,1555.047044,
360,9,25212.000000,2284.471366,675.000000,84.611264,3636.000000,1027.598194,16382.000000,1694.208358,14442.000000,2013.091080,
360,10,27161.000000,2649.621059,682.000000,88.515970,3665.000000,943.960866,17957.000000,1524.590667,15384.000000,1499.268876,
380,2,12960.000000,1438.463394,742.000000,194.046744,3046.000000,940.727946,5674.000000,810.627733,7484.000000,1185.701673,
380,3,14809.000000,1608.112282,705.000000,10.722220,3212.000000,1260.066452,7338.000000,1337.568505,8477.000000,995.967947,
380,4,16641.000000,1957.811810,720.000000,324.750909,3236.000000,1154.948989,8858.000000,1162.690195,9405.000000,1666.897224,
380,5,18422.000000,1189.661679,699.000000,145.660479,3351.000000,801.629497,10532.000000,1282.257539,10526.000000,1006.610729,
380,6,20276.000000,1300.586345,695.000000,139.512035,3329.000000,572.209381,12086.000000,945.036670,11437.000000,1182.011699,
380,7,22129.000000,1846.038004,688.000000,62.138354,3491.000000,730.746496,13718.000000,903.760334,12545.000000,1134.318224,
380,8,23943.000000,1497.596349,686.000000,89.709052,3522.000000,1123.252630,15320.000000,1405.966214,13588.000000,2733.870046,
380,9,25891.000000,2398.090519,686.000000,107.754336,3637.000000,778.859026,16876.000000,1704.684922,14477.000000,1537.846810,
380,10,27565.000000,1562.755197,690.000000,105.871734,3663.000000,798.073970,18480.000000,1373.450571,15483.000000,1642.307413,
400,2,12961.000000,592.295059,749.000000,213.289086,3008.000000,34.283699,5710.000000,475.199882,7499.000000,762.441027,
400,3,14801.000000,1179.233161,712.000000,11.157598,3199.000000,1502.964561,7315.000000,258.005548,8609.000000,1244.472576,
400,4,16733.000000,1629.890798,711.000000,268.896820,3230.000000,996.776979,9034.000000,1361.921659,9388.000000,1498.978948,
400,5,18625.000000,1693.594804,696.000000,98.371053,3325.000000,692.965967,10704.000000,1378.250019,10481.000000,847.222199,
400,6,20394.000000,1289.891385,696.000000,166.496447,3403.000000,1382.385976,12367.000000,1670.375238,11358.000000,1270.657624,
400,7,22547.000000,1815.431777,694.000000,135.353053,3481.000000,721.761916,14068.000000,1300.327866,12593.000000,1642.737640,
400,8,24449.000000,3074.981198,688.000000,124.946613,3505.000000,1724.479398,15641.000000,1318.806767,13495.000000,1805.947307,
400,9,26249.000000,2267.672868,699.000000,179.131315,3672.000000,820.651911,17382.000000,1931.917467,14540.000000,1787.196604,
400,10,28188.000000,2383.203051,693.000000,106.196761,3635.000000,578.529755,18996.000000,2198.784594,15475.000000,1707.498957,
420,2,13154.000000,1819.103270,733.000000,226.155290,3054.000000,603.982847,5802.000000,823.411955,7483.000000,919.584567,
420,3,15055.000000,1715.573379,712.000000,359.862450,3159.000000,983.116624,7513.000000,1089.857013,8590.000000,1504.968411,
420,4,16948.000000,1442.440908,692.000000,152.652226,3234.000000,644.461869,9224.000000,890.450071,9333.000000,987.530879,
420,5,19064.000000,1932.535997,690.000000,143.359300,3324.000000,640.124728,10992.000000,1237.402422,10449.000000,791.291087,
420,6,20949.000000,2167.181615,688.000000,184.729505,3360.000000,856.483698,12715.000000,1686.554499,11347.000000,1093.137864,
420,7,22804.000000,1551.953270,678.000000,49.501172,3509.000000,853.661073,14385.000000,1168.923560,12451.000000,1346.193493,
420,8,24735.000000,1972.446899,680.000000,132.993353,3553.000000,1243.214713,16022.000000,1097.019714,13401.000000,2463.923749,
420,9,26593.000000,2360.938108,667.000000,87.210745,3601.000000,738.639310,17842.000000,2383.191852,14279.000000,1504.162193,
420,10,28663.000000,2005.037423,681.000000,126.170991,3652.000000,505.201354,19533.000000,1763.196025,15404.000000,1995.496793,
440,2,13313.000000,731.864113,747.000000,14.765568,3021.000000,41.139312,6026.000000,292.076110,7679.000000,846.217663,
440,3,15311.000000,1099.705450,740.000000,727.958823,3140.000000,574.493622,7808.000000,613.350851,8725.000000,590.110074,
440,4,17309.000000,1227.227168,711.000000,68.003573,3180.000000,428.864078,9602.000000,988.798048,9583.000000,1269.062058,
440,5,19453.000000,1883.357311,707.000000,205.085965,3352.000000,848.368632,11350.000000,1265.097838,10760.000000,1243.975803,
440,6,21450.000000,1836.112144,712.000000,217.577979,3334.000000,785.556918,13117.000000,1254.741809,11686.000000,1382.032181,
440,7,23519.000000,2639.608538,694.000000,39.553597,3470.000000,491.197705,14906.000000,1195.211279,12740.000000,1048.334301,
440,8,25473.000000,2079.634131,697.000000,81.831962,3489.000000,1084.081091,16668.000000,1752.146774,13673.000000,1655.729010,
440,9,27459.000000,1683.068106,691.000000,34.609247,3684.000000,957.771825,18435.000000,1495.231005,14756.000000,1455.462529,
440,10,29438.000000,1897.899718,696.000000,103.334017,3649.000000,839.090354,20262.000000,2215.219980,15703.000000,1630.117111,
460,2,13482.000000,1649.581434,761.000000,22.766906,2998.000000,55.153069,6137.000000,1248.559171,7708.000000,1287.017871,
460,3,15507.000000,1849.694319,724.000000,185.816221,3134.000000,866.737723,7998.000000,1635.608952,8760.000000,1424.449509,
460,4,17591.000000,1353.951080,724.000000,207.145845,3208.000000,701.251467,9739.000000,971.123095,9540.000000,877.114208,
460,5,19690.000000,1704.328985,723.000000,223.436606,3307.000000,637.497031,11585.000000,1062.762320,10873.000000,1560.067741,
460,6,21782.000000,1567.730655,705.000000,92.610307,3300.000000,388.206262,13437.000000,1215.255833,11724.000000,1219.106829,
460,7,23893.000000,2682.068021,712.000000,130.890065,3547.000000,1321.796611,15327.000000,1793.127570,12825.000000,1514.954086,
460,8,26030.000000,1763.089743,705.000000,54.545916,3465.000000,566.055454,17115.000000,1425.789123,13746.000000,1280.822150,
460,9,28084.000000,2178.858535,697.000000,51.805183,3667.000000,841.878497,18973.000000,2164.810294,14779.000000,1154.117481,
460,10,30020.000000,2338.578716,703.000000,128.935143,3608.000000,607.752791,20698.000000,2199.244661,15692.000000,1905.644170,
480,2,13255.000000,1495.450426,797.000000,600.472083,3005.000000,916.002043,6043.000000,1061.383401,7546.000000,1307.187833,
480,3,15508.000000,1280.802086,739.000000,13.017834,3131.000000,648.660555,7997.000000,946.291472,8769.000000,1345.354266,
480,4,17750.000000,1774.235877,749.000000,238.186591,3243.000000,922.707591,9937.000000,1113.411445,9642.000000,1295.903479,
480,5,19831.000000,1615.410038,720.000000,99.493884,3330.000000,809.605293,11758.000000,1260.356089,10738.000000,1300.130362,
480,6,21987.000000,2199.391261,715.000000,215.961960,3377.000000,1055.337956,13675.000000,1635.782240,11654.000000,1440.721252,
480,7,24243.000000,3010.333288,713.000000,112.578724,3502.000000,1030.211594,15543.000000,1528.232751,12924.000000,2020.871717,
480,8,26437.000000,2704.451051,712.000000,128.022951,3480.000000,659.106573,17483.000000,2161.454207,13613.000000,1447.881327,
480,9,28656.000000,3268.008652,708.000000,126.917804,3638.000000,866.339747,19249.000000,2116.088543,14666.000000,1361.516960,
480,10,30402.000000,1890.710094,705.000000,128.721610,3591.000000,152.097439,21009.000000,1819.660871,15647.000000,1648.451664,
500,2,13664.000000,1400.961253,795.000000,669.779918,3034.000000,760.545666,6379.000000,986.424647,7788.000000,1110.691839,
500,3,15786.000000,1473.182835,706.000000,91.305405,3205.000000,1304.605489,8252.000000,901.270824,8796.000000,1043.238986,
