hello! These are the shared franking evaluation results.
data taken from 1000 iterations for each parameter setting. Times are reported in ns.
msg_len, num_servers, send_mean, send_stddev, pis_mean, pis_stddev, p1_mean, p1_stddev, read_mean, read_stddev, verify_mean, verify_stddev
40,7,17745.000000,10843.071825,755.000000,280.243840,9546.000000,2755.564537,21521.000000,13122.623738,12441.000000,6017.488021,
40,8,17808.000000,2261.566535,752.000000,387.430932,10368.000000,5429.879362,23133.000000,3620.521305,12563.000000,2442.180084,
40,9,18767.000000,6456.939969,739.000000,132.021165,9831.000000,2162.205326,25372.000000,6378.830371,13841.000000,4412.801922,
40,10,19160.000000,3895.621463,727.000000,60.033399,9644.000000,1054.367563,27423.000000,1772.054497,13990.000000,1146.540184,
60,2,12503.000000,963.387896,766.000000,223.904493,8206.000000,3785.556222,9022.000000,5241.652412,7334.000000,3034.178286,
60,3,13396.000000,1125.038648,741.000000,88.961778,8289.000000,1066.102439,11042.000000,896.177876,8176.000000,841.800553,
60,4,14483.000000,1057.386836,737.000000,65.327330,8616.000000,2795.939582,13590.000000,929.341424,8866.000000,793.173227,
60,5,15265.000000,1177.723145,734.000000,61.606022,8702.000000,868.685721,15831.000000,1015.066061,9967.000000,2335.853106,
60,6,16157.000000,838.841788,731.000000,82.097789,8934.000000,2231.963081,18335.000000,1165.222292,10606.000000,805.664495,
60,7,17008.000000,886.562212,740.000000,311.812798,9034.000000,747.178242,20808.000000,1430.349969,11516.000000,1172.212328,
60,8,17978.000000,1321.179308,730.000000,60.607797,9372.000000,1062.689726,23147.000000,1511.557825,12290.000000,1261.839033,
60,9,18872.000000,1249.961625,728.000000,63.009999,9423.000000,869.565916,25688.000000,4419.691903,13239.000000,1122.856195,
60,10,19820.000000,1289.058124,739.000000,111.326888,9607.000000,799.663191,27997.000000,2456.149570,14454.000000,4501.053965,
80,2,12818.000000,2450.998602,776.000000,261.881051,8206.000000,1308.119171,9020.000000,5306.887073,7221.000000,1175.164189,
80,3,13722.000000,1651.225921,756.000000,166.252741,8508.000000,3828.084583,11485.000000,3287.508873,8299.000000,1268.176562,
80,4,14655.000000,1272.705491,750.000000,160.248201,8458.000000,920.722134,13933.000000,3981.568272,8820.000000,784.645150,
