hello! These are the shared franking evaluation results.
data taken from 1000 iterations for each parameter setting. Times are reported in ns.
msg_len, num_servers, send_mean, send_stddev, pis_mean, pis_stddev, p1_mean, p1_stddev, read_mean, read_stddev, verify_mean, verify_stddev
100,2,18646.000000,1080.867326,1553.000000,27.902993,15807.000000,1005.610680,19420.000000,852.911709,24189.000000,1093.447224,
100,3,20058.000000,904.648040,1551.000000,199.801667,15880.000000,893.552161,22435.000000,1005.207443,25920.000000,1292.312586,
100,4,21205.000000,918.012043,1535.000000,182.279727,16087.000000,1023.325223,25689.000000,1583.525066,27484.000000,1325.330328,
100,5,32180.000000,96693.107513,2662.000000,16024.035945,20901.000000,35099.619097,45753.000000,194008.385716,52849.000000,269521.537549,
100,6,25129.000000,8634.456747,1581.000000,845.016112,17172.000000,6748.009212,33543.000000,11263.388973,32421.000000,12043.815101,
100,7,26572.000000,7474.984287,1599.000000,767.808356,17636.000000,10510.634257,36925.000000,12977.254617,34521.000000,29041.593383,
100,8,26969.000000,6437.402142,1547.000000,507.166108,16877.000000,1743.563128,39034.000000,12370.886393,33692.000000,1929.738830,
100,9,31684.000000,27008.141024,1666.000000,1075.351747,18473.000000,3134.526783,47988.000000,82785.209497,41407.000000,94787.437383,
100,10,47343.000000,305775.351266,1846.000000,4356.592568,19685.000000,19073.835715,51471.000000,61021.291590,42739.000000,65629.507242,
120,2,26238.000000,138309.493586,1626.000000,155.633525,16685.000000,8058.777442,25858.000000,102661.992435,26399.000000,23911.409960,
120,3,26413.000000,134532.941038,1755.000000,2544.169346,19621.000000,64057.547320,26334.000000,38545.958482,31554.000000,57399.525825,
120,4,22751.000000,11123.566420,1640.000000,1217.660490,16375.000000,2166.365541,28726.000000,47712.018598,30833.000000,68124.013151,
120,5,30409.000000,104434.999273,1777.000000,2395.691104,18508.000000,13466.104984,34903.000000,36877.819363,33261.000000,20344.289136,
120,6,26062.000000,10134.217287,1688.000000,1854.113071,18220.000000,14071.109041,37206.000000,36337.579008,35245.000000,30429.291730,
120,7,55721.000000,207804.898587,2540.000000,8200.669646,29522.000000,77683.470175,73169.000000,223350.939688,76629.000000,289445.688159,
120,8,44550.000000,131476.537072,2196.000000,5177.870551,23673.000000,26736.857582,57855.000000,117564.063864,54159.000000,160042.584711,
120,9,51650.000000,161267.842800,2050.000000,4346.991193,26680.000000,88005.947651,62977.000000,113470.315311,58598.000000,131392.439945,
120,10,55504.000000,193198.905279,2109.000000,3221.678113,25673.000000,34535.763738,70806.000000,177298.414664,56991.000000,75293.281942,
140,2,34416.000000,111957.649161,2549.000000,10052.561047,30225.000000,169125.742967,47068.000000,247246.653939,36698.000000,48077.283580,
140,3,31864.000000,75489.739672,2623.000000,8930.428263,25942.000000,90013.772955,34573.000000,51256.054226,47485.000000,197132.283096,
140,4,40330.000000,91342.662763,2153.000000,4805.053875,28863.000000,70818.387166,48466.000000,205210.238043,51861.000000,154582.693247,
140,5,35913.000000,105239.398325,1857.000000,6073.612385,22042.000000,76442.247477,38539.000000,86152.419982,39732.000000,129139.015626,
140,6,37473.000000,115569.069025,3030.000000,18934.299734,22311.000000,31807.192131,48933.000000,109311.653566,47787.000000,101614.820361,
140,7,39878.000000,79655.898693,2000.000000,3379.614291,29296.000000,82969.882372,74290.000000,329549.482801,57751.000000,168380.846163,
140,8,45426.000000,157365.794556,1768.000000,1675.857662,23899.000000,71509.223615,55463.000000,101105.866307,43333.000000,61922.606238,
140,9,34253.000000,18474.969041,1894.000000,2370.239314,20305.000000,14947.060735,51894.000000,32732.377088,43851.000000,33144.180422,
140,10,35881.000000,21339.287350,1835.000000,2094.318978,21207.000000,26597.235695,54302.000000,42524.028981,47718.000000,56655.536165,
160,2,26874.000000,40178.049776,2238.000000,8325.298595,24231.000000,45128.697232,28968.000000,51440.747383,37361.000000,69357.644367,
160,3,38981.000000,202994.832789,2819.000000,11542.386342,30299.000000,128756.364658,37520.000000,101972.922837,38722.000000,56751.921620,
160,4,29686.000000,37899.312549,2103.000000,4185.296674,23730.000000,45675.264386,36171.000000,45257.641803,37201.000000,36275.460459,
160,5,27495.000000,23681.780160,1726.000000,1514.775549,19769.000000,20662.507675,49351.000000,247143.996937,45001.000000,152879.068085,
160,6,36928.000000,215527.348140,1894.000000,3633.362050,21084.000000,30785.109283,39789.000000,35379.234543,36749.000000,42557.891403,
160,7,28192.000000,11359.987347,1686.000000,1639.034936,18179.000000,10955.333056,39044.000000,23614.805685,34850.000000,15163.420859,
160,8,49521.000000,204947.413727,2219.000000,10972.817611,23802.000000,68930.529827,62286.000000,239281.383158,48140.000000,86936.308029,
160,9,43134.000000,82850.589405,2239.000000,4960.948931,26194.000000,69372.241920,70171.000000,194270.896826,71374.000000,281273.047814,
160,10,46568.000000,56069.306588,2007.000000,2615.113463,28468.000000,107251.631635,75551.000000,185883.635545,60981.000000,133478.286556,
180,2,29164.000000,47996.228684,2166.000000,6052.515611,22385.000000,28555.027679,27601.000000,29526.429622,35667.000000,49615.432222,
180,3,31716.000000,117445.232877,2258.000000,16150.909898,23889.000000,54686.893214,33465.000000,84409.605563,54723.000000,385002.757945,
180,4,30538.000000,44535.389346,2411.000000,17102.523135,22456.000000,30516.600509,35239.000000,42531.576266,36331.000000,33871.219136,
180,5,42336.000000,315226.273771,2213.000000,9161.480072,33221.000000,282855.094814,48562.000000,160005.699364,43691.000000,92319.701697,
180,6,28705.000000,17547.660721,3205.000000,37593.464911,18988.000000,17629.244482,40515.000000,67492.176616,39384.000000,69114.142956,
180,7,35761.000000,148325.489322,2085.000000,7570.971875,20515.000000,47142.437850,43227.000000,70139.702420,38372.000000,46800.189663,
180,8,39727.000000,127158.557304,2033.000000,9568.863765,24049.000000,53601.162347,60998.000000,195461.347593,42683.000000,67842.799908,
180,9,41294.000000,56910.825537,1988.000000,2970.564193,22170.000000,19228.949916,56864.000000,67034.346425,56398.000000,188511.753856,
180,10,39825.000000,29981.570960,1881.000000,2423.660060,22747.000000,48265.736757,62402.000000,115361.505133,46478.000000,33853.294385,
200,2,35621.000000,61065.600593,2591.000000,7946.488049,34764.000000,115858.157236,39006.000000,76605.690315,50631.000000,152150.867279,
200,3,41691.000000,87580.115116,3146.000000,13617.269795,33025.000000,99559.498097,54064.000000,178310.809851,58810.000000,185349.235336,
200,4,36515.000000,88914.908632,2151.000000,5218.165229,29827.000000,211908.803699,39875.000000,84311.894524,46414.000000,165617.185047,
200,5,34070.000000,86782.943160,2054.000000,5073.233310,20864.000000,26583.662405,37454.000000,44008.444799,35550.000000,33364.335113,
200,6,36520.000000,62357.521369,2120.000000,5083.453500,23423.000000,31566.921164,46492.000000,65092.565689,45224.000000,126305.353828,
200,7,29259.000000,12181.208602,1642.000000,1236.365374,17495.000000,6792.970353,39535.000000,18908.642792,33761.000000,7819.199744,
200,8,31274.000000,12795.415025,1612.000000,774.433669,17875.000000,9728.919830,42391.000000,10789.562737,35471.000000,11956.332387,
200,9,32655.000000,11534.479987,1634.000000,1119.301517,19041.000000,28720.486325,45909.000000,13804.099261,37629.000000,10741.182606,
200,10,35268.000000,15568.612682,1633.000000,900.666903,18677.000000,20530.645381,56339.000000,89020.435212,41462.000000,18862.477353,
220,2,22160.000000,18483.571300,1844.000000,4074.136299,17612.000000,12313.713168,23185.000000,19157.843290,27784.000000,22966.704999,
220,3,26999.000000,43746.448485,1955.000000,4714.599589,22285.000000,50315.558348,30013.000000,35522.851077,32339.000000,29039.061726,
220,4,35645.000000,49915.165197,2365.000000,6579.334934,30829.000000,88379.251815,48010.000000,149323.829271,42169.000000,46842.317290,
220,5,39747.000000,113937.092808,2042.000000,3077.626267,23494.000000,39354.575676,48100.000000,100691.101975,45440.000000,99124.000474,
